0	 0.000000	 0.5	 0	 0.5	 0	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 4999	 1	 0	 0	 0	 0	 2499	 1	 2500	 0
0	 100000.045457	 0.491388	 0.00230514	 0.499152	 0.0024036	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 138	 1672	 14	 58	 6006	 71	 233	 1672	 0	 134
0	 200000.090892	 0.489	 0.00487626	 0.493998	 0.00328615	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 143	 1678	 25	 53	 6000	 87	 215	 1678	 2	 117
0	 300000.090887	 0.436073	 0.0103426	 0.494771	 0.00583913	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 205	 1687	 18	 77	 5910	 103	 136	 1687	 1	 174
0	 400000.045468	 0.378773	 0.00999884	 0.502957	 0.0051911	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 208	 1633	 10	 60	 5969	 149	 124	 1633	 8	 206
0	 500000.045503	 0.334412	 0.0151185	 0.493778	 0.00689685	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 228	 1642	 10	 60	 5873	 205	 84	 1642	 4	 251
0	 600000.090895	 0.329504	 0.0208431	 0.493709	 0.00996814	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 261	 1631	 14	 58	 5785	 227	 104	 1631	 6	 276
0	 700000.090802	 0.336627	 0.0261597	 0.476724	 0.0124667	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 298	 1607	 4	 70	 5666	 296	 67	 1607	 11	 371
0	 800000.090709	 0.326741	 0.0273406	 0.464143	 0.0165834	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 300	 1556	 6	 71	 5806	 274	 45	 1556	 16	 367
0	 900000.090616	 0.346816	 0.0246635	 0.460551	 0.0179286	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 203	 1637	 11	 63	 5831	 211	 136	 1637	 7	 259
0	 1000000.090523	 0.306563	 0.025276	 0.487061	 0.0245541	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 259	 1620	 8	 63	 5711	 275	 95	 1620	 18	 328
0	 1100000.090430	 0.32847	 0.0329801	 0.487637	 0.0224169	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 273	 1573	 12	 67	 5809	 261	 100	 1573	 8	 320
0	 1200000.090336	 0.333446	 0.0333756	 0.461443	 0.0185871	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 344	 1567	 18	 82	 5820	 222	 59	 1567	 12	 306
0	 1300000.090243	 0.322258	 0.0368086	 0.479238	 0.0183863	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 270	 1551	 10	 64	 5827	 274	 94	 1551	 18	 339
0	 1400000.090150	 0.312245	 0.0349291	 0.476489	 0.0217625	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 267	 1576	 8	 59	 5780	 284	 94	 1576	 5	 342
0	 1500000.090057	 0.306766	 0.0382654	 0.463811	 0.0210076	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 247	 1625	 4	 46	 5827	 226	 71	 1625	 13	 312
0	 1600000.089964	 0.29718	 0.0415459	 0.493737	 0.0199914	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 327	 1558	 7	 66	 5781	 276	 52	 1558	 17	 356
0	 1700000.089871	 0.312447	 0.0497398	 0.511816	 0.0186414	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 269	 1577	 5	 73	 5773	 271	 81	 1577	 28	 346
0	 1800000.089778	 0.298374	 0.0509546	 0.494104	 0.0198492	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 283	 1503	 4	 55	 5783	 355	 86	 1503	 14	 413
0	 1900000.089685	 0.313085	 0.0536864	 0.472914	 0.0166426	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 296	 1541	 8	 53	 5735	 347	 55	 1541	 16	 408
0	 2000000.089591	 0.366727	 0.0590715	 0.486139	 0.0199764	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 247	 1551	 8	 46	 5854	 272	 121	 1551	 11	 338
0	 2100000.089498	 0.344787	 0.0562092	 0.460172	 0.0176865	 10	 10000000	 0.02	 0.05	 0.01	 1	 1	 0.001	 0.001	 30	 30	 1	 1	 0.2	 0	 0	 0.5	 253	 1587	 7	 46	 5799	 288	 80	 1587	 16	 335
